PLAYER,TEAM,TEAM_ID,SEASON,GP,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPs,%PTS FT,%PTS OffTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
Monique Currie,Phoenix Mercury,1611661317,2015,34,21.3,69.6,30.4,53,27.2,29.3,11.1,17.7,17.8,25.8,43.4,56.6,89.3,10.7,55.8,44.2
Noelle Quinn,Phoenix Mercury,1611661317,2015,34,18.6,71.1,28.9,60.4,38.8,25.9,7.2,13.7,23,21.6,54.8,45.2,100,0,64.8,35.2
Shameka Christon,Phoenix Mercury,1611661317,2015,12,6.3,42.9,57.1,47.1,35.3,35.3,5.9,17.6,29.4,11.8,62.5,37.5,100,0,75,25
Tess Madgen,Phoenix Mercury,1611661317,2015,8,7.4,37.5,62.5,0,0,90,0,10,30,0,0,0,100,0,100,0
Tiffany Bias,Phoenix Mercury,1611661317,2015,15,6.3,58.6,41.4,42.9,14.3,42.9,25,14.2,14.3,28.6,50,50,100,0,70,30
Alex Harden,Phoenix Mercury,1611661317,2016,28,7.5,70,30,75,15,22.5,27.5,2.5,30,60,40,60,66.7,33.3,44.4,55.6
Brittney Griner,Phoenix Mercury,1611661317,2016,34,29.2,100,0,72.1,10.5,0,5.1,27.9,17.4,61.5,71.9,28.1,0,0,71.9,28.1
Candice Dupree,Phoenix Mercury,1611661317,2016,32,29.1,99.6,0.4,84.2,31.6,0,10.2,15.8,11.4,52.6,69.1,30.9,0,0,69.1,30.9
Courtney Williams,Phoenix Mercury,1611661317,2016,6,4.2,88.9,11.1,66.7,66.7,0,0,33.3,0,0,0,100,0,0,0,100
DeWanna Bonner,Phoenix Mercury,1611661317,2016,34,31.3,58.1,41.9,42.3,7.3,30.5,13.8,27.2,20.5,35,26,74,80,20,43.5,56.5
Diana Taurasi,Phoenix Mercury,1611661317,2016,33,29.8,44.2,55.8,30.9,12.2,45.3,16,23.8,13.9,18.7,27.5,72.5,61.8,38.2,44.4,55.6
Isabelle Harrison,Phoenix Mercury,1611661317,2016,26,7.5,100,0,79,9.9,0,3.7,21,27.2,69.1,71.9,28.1,0,0,71.9,28.1
Kelsey Bone,Phoenix Mercury,1611661317,2016,20,9.7,97,3,89.7,13.8,0,12.1,10.3,17.2,75.9,50,50,0,0,50,50
Lindsey Harding,Phoenix Mercury,1611661317,2016,21,15.6,93.8,6.2,68.3,36.6,7.3,17.1,24.4,15.9,31.7,28.6,71.4,100,0,33.3,66.7
Marta Xargay,Phoenix Mercury,1611661317,2016,15,19.8,48,52,40,25.9,45.9,17.6,14.1,17.6,14.1,47.1,52.9,100,0,70,30
Mistie Bass,Phoenix Mercury,1611661317,2016,33,13.1,100,0,77.1,14.6,0,14.6,22.9,25,62.5,86.5,13.5,0,0,86.5,13.5
Nirra Fields,Phoenix Mercury,1611661317,2016,4,4.3,85.7,14.3,66.7,66.7,0,0,33.3,0,0,0,100,0,0,0,100
Noelle Quinn,Phoenix Mercury,1611661317,2016,13,9.9,65.5,34.5,57.1,47.6,14.3,19,28.6,28.6,9.5,50,50,0,100,42.9,57.1
Penny Taylor,Phoenix Mercury,1611661317,2016,25,25.7,51.7,48.3,39.7,9.6,38.5,5.1,21.8,20.2,30.1,24.2,75.8,82.5,17.5,47.1,52.9
Sonja Petrovic,Phoenix Mercury,1611661317,2016,31,14.8,73.8,26.2,50.6,11.4,20.9,24.1,28.5,21.5,39.2,55,45,100,0,64.7,35.3
Alexis Prince,Phoenix Mercury,1611661317,2017,18,7.2,61,39,51.4,17.1,42.9,22.9,5.7,11.4,34.3,77.8,22.2,100,0,85.7,14.3
Angel Robinson,Phoenix Mercury,1611661317,2017,15,15.8,97.7,2.3,82.8,10.3,5.2,3.4,12,3.4,72.4,79.2,20.8,100,0,80,20
Brittney Griner,Phoenix Mercury,1611661317,2017,26,31.5,100,0,72.8,15.5,0,3.5,27.2,20.6,57.3,70,30,0,0,70,30
Camille Little,Phoenix Mercury,1611661317,2017,34,25.4,75.2,24.8,70,9.1,16,11.1,14,15.2,60.9,62.4,37.6,100,0,67.3,32.7
Cayla George,Phoenix Mercury,1611661317,2017,32,11.9,57.8,42.2,53.8,32.7,37.5,6.7,8.7,19.2,21.2,89.3,10.7,100,0,92.7,7.3
Danielle Robinson,Phoenix Mercury,1611661317,2017,32,23.5,96.4,3.6,75.1,35.3,0,26.7,24.9,28.5,39.8,37.3,62.7,0,0,37.3,62.7
Diana Taurasi,Phoenix Mercury,1611661317,2017,31,28.5,40.5,59.5,25.9,12.2,51.8,9.4,22.3,16,13.7,44.4,55.6,74,26,61.3,38.7
Emma Cannon,Phoenix Mercury,1611661317,2017,34,12.9,98.2,1.8,75.2,10.7,0,1.3,24.8,13.4,64.4,67.9,32.1,0,0,67.9,32.1
Leilani Mitchell,Phoenix Mercury,1611661317,2017,34,21.3,51.9,48.1,33,8.1,39.6,15,27.4,16.8,24.9,17.8,82.2,75,25,43.2,56.8
Monique Currie,Phoenix Mercury,1611661317,2017,22,20.9,65.3,34.7,41.8,20.4,33.3,10.7,24.9,16,21.3,42.6,57.4,72,28,52.8,47.2
Shay Murphy,Phoenix Mercury,1611661317,2017,9,14.2,51.5,48.5,55.2,6.9,31,13.8,13.8,17.2,48.3,37.5,62.5,33.3,66.7,36.4,63.6
Sophie Brunner,Phoenix Mercury,1611661317,2017,3,4.3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Stephanie Talbot,Phoenix Mercury,1611661317,2017,34,17.9,65.9,34.1,47.3,16.2,32.4,13.5,20.3,16.9,31.1,62.9,37.1,100,0,74.5,25.5
Yvonne Turner,Phoenix Mercury,1611661317,2017,34,12.8,66.5,33.5,60.9,19.5,22.4,20.7,16.7,21.3,41.4,37.7,62.3,84.6,15.4,47,53
Angel Robinson,Phoenix Mercury,1611661317,2018,24,9.9,97.6,2.4,69.1,3.6,0,0,30.9,10.9,65.5,84.2,15.8,0,0,84.2,15.8
Briann January,Phoenix Mercury,1611661317,2018,33,27.1,45.1,54.9,26.1,17.4,61.3,10,12.6,13,8.7,36.7,63.3,97.9,2.1,74,26
Brittney Griner,Phoenix Mercury,1611661317,2018,34,32.6,99.2,0.8,76,20.9,0.4,2.2,23.6,13.1,55.1,82.6,17.4,100,0,82.7,17.3
Camille Little,Phoenix Mercury,1611661317,2018,33,16.3,69,31,51,8.2,24.5,3.1,24.5,15.3,42.9,92,8,100,0,93.9,6.1
DeWanna Bonner,Phoenix Mercury,1611661317,2018,34,32.9,61.7,38.3,52,13.3,28.1,10,19.9,13.6,38.8,51,49,85.5,14.5,60.1,39.9
Devereaux Peters,Phoenix Mercury,1611661317,2018,5,7.6,83.3,16.7,100,25,0,0,0,0,75,75,25,0,0,75,25
Diana Taurasi,Phoenix Mercury,1611661317,2018,33,30,38.9,61.1,28.2,11.4,46.6,12.2,25.2,13.5,16.7,38.5,61.5,55.7,44.3,47.5,52.5
Imani Wright,Phoenix Mercury,1611661317,2018,1,1,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0
Leilani Mitchell,Phoenix Mercury,1611661317,2018,31,14.9,30.5,69.5,22.2,5.9,68.9,4.4,8.9,20.7,16.3,26.7,73.3,90.3,9.7,69.6,30.4
Marie Gülich,Phoenix Mercury,1611661317,2018,23,5,100,0,82.4,35.3,0,5.9,17.6,17.6,47.1,71.4,28.6,0,0,71.4,28.6
Sancho Lyttle,Phoenix Mercury,1611661317,2018,18,23.3,99.1,0.9,85.3,33.6,0,9.8,14.7,22.4,51.7,82,18,0,0,82,18
Stephanie Talbot,Phoenix Mercury,1611661317,2018,31,14.6,47.6,52.4,38.6,5.3,44.7,7.9,16.7,16.7,33.3,54.5,45.5,100,0,74.4,25.6
Yvonne Turner,Phoenix Mercury,1611661317,2018,32,13.3,43.2,56.8,36.4,12.1,52.3,15.2,11.3,11.4,24.2,50,50,82.6,17.4,66,34
Alanna Smith,Phoenix Mercury,1611661317,2019,18,7.5,56.1,43.9,63.2,21.1,31.6,21.1,5.2,21.1,42.1,33.3,66.7,100,0,50,50
Arica Carter,Phoenix Mercury,1611661317,2019,6,4,20,80,100,0,0,100,0,0,100,100,0,0,0,100,0
Asia Taylor,Phoenix Mercury,1611661317,2019,4,7.8,83.3,16.7,0,0,0,0,100,0,0,0,0,0,0,0,0
Briann January,Phoenix Mercury,1611661317,2019,32,26.6,54.9,45.1,38.3,22,44.5,7.7,17.2,14.8,16.3,22.5,77.5,90.3,9.7,52.1,47.9
Brianna Turner,Phoenix Mercury,1611661317,2019,29,15.9,100,0,83.8,1.7,0,14.5,16.2,15.4,82.1,83.7,16.3,0,0,83.7,16.3
Brittney Griner,Phoenix Mercury,1611661317,2019,31,32.8,99.4,0.6,83.8,15.9,0.5,3.9,15.7,16.2,67.9,81.8,18.2,100,0,81.9,18.1
Camille Little,Phoenix Mercury,1611661317,2019,29,14.7,77.2,22.8,58.9,8.9,18.8,1.8,22.3,17,50,81.8,18.2,100,0,85,15
DeWanna Bonner,Phoenix Mercury,1611661317,2019,34,32.9,62.1,37.9,47.2,12.3,26.7,10.4,26.1,20,34.9,46.4,53.6,75,25,54.2,45.8
Diana Taurasi,Phoenix Mercury,1611661317,2019,6,21.4,38.5,61.5,23.1,7.7,11.5,7.7,65.4,15.4,15.4,0,100,100,0,25,75
Essence Carson,Phoenix Mercury,1611661317,2019,23,18.5,68,32,46.6,19.5,31.6,13.5,21.8,12.8,27.1,29,71,92.9,7.1,48.9,51.1
Leilani Mitchell,Phoenix Mercury,1611661317,2019,32,30.4,43.4,56.6,29.3,14.6,54.1,6.6,16.6,14.6,14.6,30,70,70.3,29.7,52.2,47.8
Sancho Lyttle,Phoenix Mercury,1611661317,2019,20,12.5,93.5,6.5,86.2,44.8,5.2,3.4,8.6,25.9,41.4,84,16,100,0,84.6,15.4
Sophie Cunningham,Phoenix Mercury,1611661317,2019,32,12.2,41.8,58.2,28,2,42,7,30,18,26,64.3,35.7,85.7,14.3,75,25
Yvonne Turner,Phoenix Mercury,1611661317,2019,29,20.5,54.1,45.9,35.3,2.1,41.7,7,23,13.4,33.2,27.3,72.7,84.6,15.4,52.5,47.5
Alanna Smith,Phoenix Mercury,1611661317,2020,19,15.6,57.8,42.2,56.9,8.6,25.9,3.4,17.2,12.9,48.3,72.7,27.3,100,0,79.1,20.9
Alisia Jenkins,Phoenix Mercury,1611661317,2020,2,11.4,62.5,37.5,50,25,0,0,50,37.5,25,100,0,0,0,100,0
Bria Hartley,Phoenix Mercury,1611661317,2020,13,24.8,58.6,41.4,43.2,10.5,39.5,6.3,17.3,17.4,32.6,36.6,63.4,76,24,51.5,48.5
Brianna Turner,Phoenix Mercury,1611661317,2020,22,27.9,99.1,0.9,83,3.8,0,10.7,17,25.2,79.2,87.9,12.1,0,0,87.9,12.1
Brittney Griner,Phoenix Mercury,1611661317,2020,12,31.8,99.4,0.6,82.1,16,0,0.9,17.9,17,66,82.8,17.2,0,0,82.8,17.2
Diana Taurasi,Phoenix Mercury,1611661317,2020,19,28.1,28.9,71.1,19.7,11.2,51.4,12.6,28.9,16,8.4,48.6,51.4,63.9,36.1,58.3,41.7
Kia Vaughn,Phoenix Mercury,1611661317,2020,22,18.9,98.4,1.6,91.9,38.5,0,3,8.1,19.3,53.3,85.5,14.5,0,0,85.5,14.5
Nia Coffey,Phoenix Mercury,1611661317,2020,15,15.3,44.7,55.3,45,30,52.5,5,2.5,20,15,55.6,44.4,100,0,75,25
Shatori Walker-Kimbrough,Phoenix Mercury,1611661317,2020,21,19,59.5,40.5,41.8,15.7,43.1,20.9,15.1,32.7,26.1,46.9,53.1,81.8,18.2,61.1,38.9
Shey Peddy,Phoenix Mercury,1611661317,2020,8,17.7,44.1,55.9,50,6.3,18.8,6.3,31.2,25,43.8,25,75,100,0,40,60
Skylar Diggins-Smith,Phoenix Mercury,1611661317,2020,22,30.7,56.7,43.3,41.5,7.2,35.4,5.1,23.1,17.4,34.4,35.8,64.2,69.6,30.4,48,52
Sophie Cunningham,Phoenix Mercury,1611661317,2020,21,18.8,44,56,44.2,3.8,34.6,18.3,21.2,16.3,40.4,78.3,21.7,91.7,8.3,82.9,17.1
Alanna Smith,Phoenix Mercury,1611661317,2021,18,6.5,38.2,61.8,38.1,9.5,57.1,0,4.8,9.5,28.6,75,25,100,0,87.5,12.5
Bria Hartley,Phoenix Mercury,1611661317,2021,6,8.5,56.3,43.8,45.5,9.1,54.5,0,0,22.7,36.4,60,40,100,0,77.8,22.2
Brianna Turner,Phoenix Mercury,1611661317,2021,32,31.1,99.5,0.5,86.7,0,0,11.2,13.3,18.5,86.7,85.2,14.8,0,0,85.2,14.8
Brittney Griner,Phoenix Mercury,1611661317,2021,30,32.8,97.9,2.1,79.3,17.2,2,1.3,18.7,10.1,62.1,68,32,75,25,68.1,31.9
Cierra Burdick,Phoenix Mercury,1611661317,2021,4,4.7,100,0,100,0,0,50,0,50,100,100,0,0,0,100,0
Diana Taurasi,Phoenix Mercury,1611661317,2021,16,28.4,37,63,23.9,8.2,50.6,6.2,25.5,10.7,15.6,48.3,51.7,58.5,41.5,54.3,45.7
Haley Gorecki,Phoenix Mercury,1611661317,2021,3,2.1,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0
Kia Nurse,Phoenix Mercury,1611661317,2021,32,26.1,38.8,61.2,25.7,2.6,58.2,15.8,16.1,13.8,23,53.8,46.2,86.4,13.6,73.5,26.5
Kia Vaughn,Phoenix Mercury,1611661317,2021,28,15.8,99.2,0.8,90.8,43.1,0,0,9.2,12.3,47.7,89.8,10.2,0,0,89.8,10.2
Megan Walker,Phoenix Mercury,1611661317,2021,29,14.7,49.3,50.7,39.7,15.3,45.8,9.9,14.5,19.8,24.4,69.2,30.8,100,0,82.6,17.4
Shey Peddy,Phoenix Mercury,1611661317,2021,32,17.5,45.3,54.7,39.5,3.5,47.1,11,13.4,14.5,36,17.6,82.4,81.5,18.5,45.9,54.1
Skylar Diggins-Smith,Phoenix Mercury,1611661317,2021,32,32.5,65.6,34.4,44.9,6.7,26.5,12.9,28.6,16.8,38.2,31.5,68.5,70,30,42.4,57.6
Sophie Cunningham,Phoenix Mercury,1611661317,2021,30,17.5,42.2,57.8,32,5.9,56.8,8.9,11.2,23.7,26,77.8,22.2,90.6,9.4,84.7,15.3
Brianna Turner,Phoenix Mercury,1611661317,2022,35,33.4,100,0,90.1,0,0,10.6,9.9,17.9,90.1,88.2,11.8,0,0,88.2,11.8
Diamond DeShields,Phoenix Mercury,1611661317,2022,30,25.3,75.7,24.3,61.6,9.2,16,21.9,22.4,21.9,52.4,48.8,51.2,81,19,53.5,46.5
Diana Taurasi,Phoenix Mercury,1611661317,2022,31,31,32.1,67.9,22.4,6.9,53.2,7.3,24.4,17,15.4,50,50,78.3,21.7,67.3,32.7
Emma Cannon,Phoenix Mercury,1611661317,2022,1,6.4,100,0,66.7,66.7,0,0,33.3,0,0,100,0,0,0,100,0
Jennie Simms,Phoenix Mercury,1611661317,2022,23,13.2,69.8,30.2,65.8,7.6,15.2,10.1,19,16.5,58.2,65.4,34.6,100,0,70,30
Kaela Davis,Phoenix Mercury,1611661317,2022,5,5.5,76.9,23.1,60.9,26.1,26.1,8.7,13,8.7,34.8,28.6,71.4,100,0,44.4,55.6
Karlie Samuelson,Phoenix Mercury,1611661317,2022,1,10.2,0,100,0,0,100,100,0,0,0,0,0,0,100,0,100
Kristine Anigwe,Phoenix Mercury,1611661317,2022,10,6.5,100,0,66.7,0,0,13.3,33.3,13.3,66.7,80,20,0,0,80,20
Megan Gustafson,Phoenix Mercury,1611661317,2022,33,9.6,71.4,28.6,60.8,3.2,28.8,1.6,10.4,13.6,57.6,76.3,23.7,100,0,82,18
Reshanda Gray,Phoenix Mercury,1611661317,2022,16,9.5,70.3,29.7,87.5,0,9.4,12.5,3.1,37.5,87.5,92.9,7.1,100,0,93.3,6.7
Sam Thomas,Phoenix Mercury,1611661317,2022,24,4.9,21.1,78.9,60,40,30,30,10,20,20,100,0,100,0,100,0
Shey Peddy,Phoenix Mercury,1611661317,2022,34,28.7,47.9,52.1,40.8,3,42.6,9.2,16.6,24.9,37.9,50.7,49.3,89.6,10.4,66.7,33.3
Skylar Diggins-Smith,Phoenix Mercury,1611661317,2022,30,34,72.2,27.8,56.9,11.2,20.3,12.9,22.8,20,45.7,41.1,58.9,82.5,17.5,49,51
Sophie Cunningham,Phoenix Mercury,1611661317,2022,28,29.5,34.5,65.5,28.4,1.1,59.7,13.1,11.9,25.9,27.3,80,20,95.7,4.3,89.2,10.8
Tina Charles,Phoenix Mercury,1611661317,2022,16,33.1,72,28,58,18.1,26.1,6.9,15.9,18.1,39.9,67.5,32.5,95.8,4.2,74,26
Yvonne Turner,Phoenix Mercury,1611661317,2022,3,11.6,100,0,80,40,0,20,20,40,40,75,25,0,0,75,25
Alaina Coates,Phoenix Mercury,1611661317,2023,2,2.7,100,0,100,0,0,100,0,0,100,100,0,0,0,100,0
Brianna Turner,Phoenix Mercury,1611661317,2023,14,24.7,100,0,91.3,4.3,0,0,8.7,19.6,87,85.7,14.3,0,0,85.7,14.3
Brittney Griner,Phoenix Mercury,1611661317,2023,11,27.2,96.9,3.1,73.8,25.2,1.4,2.3,24.8,19.2,48.6,87.3,12.7,100,0,87.5,12.5
Diana Taurasi,Phoenix Mercury,1611661317,2023,11,28.9,41.3,58.7,36.7,7.6,41.8,17.1,21.5,12,29.1,65.5,34.5,90.9,9.1,76.5,23.5
Evina Westbrook,Phoenix Mercury,1611661317,2023,9,8,45,55,40,20,0,0,60,20,20,50,50,0,0,50,50
Jennie Simms,Phoenix Mercury,1611661317,2023,3,16.9,66.7,33.3,88.9,0,0,0,11.1,0,88.9,25,75,0,0,25,75
Kadi Sissoko,Phoenix Mercury,1611661317,2023,14,7.3,85.7,14.3,82.4,11.8,0,23.5,17.6,17.6,70.6,57.1,42.9,0,0,57.1,42.9
Liz Dixon,Phoenix Mercury,1611661317,2023,1,4.6,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Megan Gustafson,Phoenix Mercury,1611661317,2023,9,11.5,78.6,21.4,57.1,9.5,7.1,0,35.8,28.6,47.6,50,50,100,0,53.8,46.2
Michaela Onyenwere,Phoenix Mercury,1611661317,2023,14,26.5,58.9,41.1,46.2,6.2,36.9,12.3,16.9,18.5,40,80,20,100,0,87,13
Moriah Jefferson,Phoenix Mercury,1611661317,2023,13,22.2,66.4,33.6,55.2,13.8,36.2,11.2,8.6,19,41.4,53.1,46.9,100,0,67.4,32.6
Sam Thomas,Phoenix Mercury,1611661317,2023,1,10.8,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Shey Peddy,Phoenix Mercury,1611661317,2023,6,15,46.4,53.6,37.5,6.3,46.9,6.3,15.6,0,31.3,83.3,16.7,100,0,90.9,9.1
Sophie Cunningham,Phoenix Mercury,1611661317,2023,12,27.5,41.3,58.7,33.3,2.7,44,25.3,22.7,24.7,30.7,76,24,81.8,18.2,78.7,21.3
Sug Sutton,Phoenix Mercury,1611661317,2023,14,31,78.4,21.6,63.9,16.3,18.4,23.1,17.7,16.3,47.6,25.5,74.5,88.9,11.1,35.7,64.3
Arella Guirantes,Seattle Storm,1611661328,1997,9,5.3,62.5,37.5,50,16.7,25,41.7,25,50,33.3,33.3,66.7,100,0,50,50
Dulcy Fankam Mendjiadeu,Seattle Storm,1611661328,1997,9,6.9,100,0,70.6,0,0,0,29.4,11.8,70.6,66.7,33.3,0,0,66.7,33.3
Ezi Magbegor,Seattle Storm,1611661328,1997,15,34.1,80.1,19.9,65.2,0.9,17.2,14.1,17.6,18.5,64.3,64.9,35.1,100,0,70.1,29.9
Ivana Dojkić,Seattle Storm,1611661328,1997,13,25.2,56.2,43.8,36.7,11.7,42.5,34.2,20.8,23.3,25,22.7,77.3,94.1,5.9,53.8,46.2
Jade Melbourne,Seattle Storm,1611661328,1997,12,11,73.3,26.7,61.5,15.4,11.5,19.2,27,19.2,46.2,25,75,100,0,33.3,66.7
Jewell Loyd,Seattle Storm,1611661328,1997,14,35.7,58.9,41.1,37.8,16.1,39.2,15.8,23,13.1,21.7,33.8,66.2,72.3,27.7,49.6,50.4
Jordan Horston,Seattle Storm,1611661328,1997,12,21.3,85,15,73.3,11.1,10,20,16.7,17.8,62.2,69.7,30.3,100,0,72.2,27.8
Joyner Holmes,Seattle Storm,1611661328,1997,8,12.7,51.7,48.3,38.5,15.4,34.6,0,26.9,7.7,23.1,60,40,100,0,75,25
Kaila Charles,Seattle Storm,1611661328,1997,4,10.3,83.3,16.7,100,0,0,0,0,33.3,100,0,100,0,0,0,100
Kia Nurse,Seattle Storm,1611661328,1997,15,24.1,37.4,62.6,23.1,5.8,69.2,26,7.7,14.4,17.3,41.7,58.3,87.5,12.5,72.2,27.8
Mercedes Russell,Seattle Storm,1611661328,1997,14,19.4,100,0,75,12.5,0,6.3,25,17.2,62.5,66.7,33.3,0,0,66.7,33.3
Sami Whitcomb,Seattle Storm,1611661328,1997,15,18,24.2,75.8,10.2,5.1,78.8,10.2,11,20.3,5.1,66.7,33.3,83.9,16.1,81.1,18.9
Yvonne Turner,Seattle Storm,1611661328,1997,11,13.1,88.9,11.1,70.6,11.8,8.8,26.5,20.6,17.6,58.8,41.7,58.3,100,0,46.2,53.8
Arella Guirantes,Seattle Storm,1611661328,1998,9,5.3,62.5,37.5,50,16.7,25,41.7,25,50,33.3,33.3,66.7,100,0,50,50
